label,timestamp,dev_addr,spreading_factor,framecounter,NODE_ID,receptions,snapshot,lon,lat,h
TX,795.475241731,492,8,3,10,"[['RX_GW', 795.682654934, 492, 8, 3, 868.1, -130.063069159, '00:00:00:00:00:02'], ['RX_GW', 795.682655949, 492, 8, 3, 868.1, -127.36627704, '00:00:00:00:00:1c'], ['RX_GW', 795.682656184, 492, 8, 3, 868.1, -126.858965908, '00:00:00:00:00:06'], ['RX_GW', 795.682656283, 492, 8, 3, 868.1, -126.448663267, '00:00:00:00:00:04']]",0,12.475733592154457,41.904410660311335,1.2
TX,1141.475241731,492,8,4,11,[],0,12.474102393125346,41.90402832864124,1.2
TX,208.475241731,492,8,1,12,"[['RX_GW', 208.682654934, 492, 8, 1, 868.1, -130.063069159, '00:00:00:00:00:02'], ['RX_GW', 208.682655949, 492, 8, 1, 868.1, -127.36627704, '00:00:00:00:00:1c'], ['RX_GW', 208.682656283, 492, 8, 1, 868.1, -126.448663267, '00:00:00:00:00:04']]",0,12.474020458688189,41.90414290977989,1.2
TX,1141.475241731,492,8,4,13,[],0,12.473977507628513,41.90546959228919,1.2
TX,528.475241731,492,8,2,14,"[['RX_GW', 528.682656184, 492, 8, 2, 868.1, -126.858965908, '00:00:00:00:00:06']]",0,12.474267608839614,41.904867017729266,1.2
TX,208.475241731,492,8,1,15,"[['RX_GW', 208.682654934, 492, 8, 1, 868.1, -130.063069159, '00:00:00:00:00:02'], ['RX_GW', 208.682655949, 492, 8, 1, 868.1, -127.36627704, '00:00:00:00:00:1c'], ['RX_GW', 208.682656283, 492, 8, 1, 868.1, -126.448663267, '00:00:00:00:00:04']]",0,12.475474149666349,41.90575252172405,1.2
TX,795.475241731,492,8,3,16,"[['RX_GW', 795.682654934, 492, 8, 3, 868.1, -130.063069159, '00:00:00:00:00:02'], ['RX_GW', 795.682655949, 492, 8, 3, 868.1, -127.36627704, '00:00:00:00:00:1c'], ['RX_GW', 795.682656184, 492, 8, 3, 868.1, -126.858965908, '00:00:00:00:00:06'], ['RX_GW', 795.682656283, 492, 8, 3, 868.1, -126.448663267, '00:00:00:00:00:04']]",0,12.473610899687625,41.90436672576033,1.2
TX,795.475241731,492,8,3,17,"[['RX_GW', 795.682654934, 492, 8, 3, 868.1, -130.063069159, '00:00:00:00:00:02'], ['RX_GW', 795.682655949, 492, 8, 3, 868.1, -127.36627704, '00:00:00:00:00:1c'], ['RX_GW', 795.682656184, 492, 8, 3, 868.1, -126.858965908, '00:00:00:00:00:06'], ['RX_GW', 795.682656283, 492, 8, 3, 868.1, -126.448663267, '00:00:00:00:00:04']]",0,12.475154327579348,41.905099987423604,1.2
TX,528.475241731,492,8,2,18,"[['RX_GW', 528.682656184, 492, 8, 2, 868.1, -126.858965908, '00:00:00:00:00:06']]",0,12.4753207094119,41.90540866650989,1.2
TX,208.475241731,492,8,1,19,"[['RX_GW', 208.682654934, 492, 8, 1, 868.1, -130.063069159, '00:00:00:00:00:02'], ['RX_GW', 208.682655949, 492, 8, 1, 868.1, -127.36627704, '00:00:00:00:00:1c'], ['RX_GW', 208.682656283, 492, 8, 1, 868.1, -126.448663267, '00:00:00:00:00:04']]",0,12.474868453456017,41.90500589387614,1.2
TX,795.475241731,492,8,3,20,"[['RX_GW', 795.682654934, 492, 8, 3, 868.1, -130.063069159, '00:00:00:00:00:02'], ['RX_GW', 795.682655949, 492, 8, 3, 868.1, -127.36627704, '00:00:00:00:00:1c'], ['RX_GW', 795.682656184, 492, 8, 3, 868.1, -126.858965908, '00:00:00:00:00:06'], ['RX_GW', 795.682656283, 492, 8, 3, 868.1, -126.448663267, '00:00:00:00:00:04']]",0,12.473579077340098,41.90467038837096,1.2
TX,1141.475241731,492,8,4,21,[],0,12.474451756067202,41.90539858117223,1.2
TX,528.475241731,492,8,2,22,"[['RX_GW', 528.682656184, 492, 8, 2, 868.1, -126.858965908, '00:00:00:00:00:06']]",0,12.473572145518686,41.90426713915102,1.2
TX,528.475241731,492,8,2,23,"[['RX_GW', 528.682656184, 492, 8, 2, 868.1, -126.858965908, '00:00:00:00:00:06']]",0,12.474301285345378,41.90532104542262,1.2
TX,795.475241731,492,8,3,24,"[['RX_GW', 795.682654934, 492, 8, 3, 868.1, -130.063069159, '00:00:00:00:00:02'], ['RX_GW', 795.682655949, 492, 8, 3, 868.1, -127.36627704, '00:00:00:00:00:1c'], ['RX_GW', 795.682656184, 492, 8, 3, 868.1, -126.858965908, '00:00:00:00:00:06'], ['RX_GW', 795.682656283, 492, 8, 3, 868.1, -126.448663267, '00:00:00:00:00:04']]",0,12.474695650030032,41.904835551407466,1.2
TX,208.475241731,492,8,1,25,"[['RX_GW', 208.682654934, 492, 8, 1, 868.1, -130.063069159, '00:00:00:00:00:02'], ['RX_GW', 208.682655949, 492, 8, 1, 868.1, -127.36627704, '00:00:00:00:00:1c'], ['RX_GW', 208.682656283, 492, 8, 1, 868.1, -126.448663267, '00:00:00:00:00:04']]",0,12.47485876450671,41.90427688561627,1.2
TX,208.475241731,492,8,1,26,"[['RX_GW', 208.682654934, 492, 8, 1, 868.1, -130.063069159, '00:00:00:00:00:02'], ['RX_GW', 208.682655949, 492, 8, 1, 868.1, -127.36627704, '00:00:00:00:00:1c'], ['RX_GW', 208.682656283, 492, 8, 1, 868.1, -126.448663267, '00:00:00:00:00:04']]",0,12.475927826639806,41.904172765701105,1.2
TX,208.475241731,492,8,1,27,"[['RX_GW', 208.682654934, 492, 8, 1, 868.1, -130.063069159, '00:00:00:00:00:02'], ['RX_GW', 208.682655949, 492, 8, 1, 868.1, -127.36627704, '00:00:00:00:00:1c'], ['RX_GW', 208.682656283, 492, 8, 1, 868.1, -126.448663267, '00:00:00:00:00:04']]",0,12.47511536300276,41.90465834005849,1.2
TX,528.475241731,492,8,2,28,"[['RX_GW', 528.682656184, 492, 8, 2, 868.1, -126.858965908, '00:00:00:00:00:06']]",0,12.475655122128268,41.90465045195082,1.2
TX,208.475241731,492,8,1,29,"[['RX_GW', 208.682654934, 492, 8, 1, 868.1, -130.063069159, '00:00:00:00:00:02'], ['RX_GW', 208.682655949, 492, 8, 1, 868.1, -127.36627704, '00:00:00:00:00:1c'], ['RX_GW', 208.682656283, 492, 8, 1, 868.1, -126.448663267, '00:00:00:00:00:04']]",0,12.474187947306325,41.90543721618427,1.2
TX,1141.475241731,492,8,4,30,[],0,12.474972750913226,41.90515769395522,1.2
TX,208.475241731,492,8,1,31,"[['RX_GW', 208.682654934, 492, 8, 1, 868.1, -130.063069159, '00:00:00:00:00:02'], ['RX_GW', 208.682655949, 492, 8, 1, 868.1, -127.36627704, '00:00:00:00:00:1c'], ['RX_GW', 208.682656283, 492, 8, 1, 868.1, -126.448663267, '00:00:00:00:00:04']]",0,12.473882420211437,41.90423621046286,1.2
TX,795.475241731,492,8,3,32,"[['RX_GW', 795.682654934, 492, 8, 3, 868.1, -130.063069159, '00:00:00:00:00:02'], ['RX_GW', 795.682655949, 492, 8, 3, 868.1, -127.36627704, '00:00:00:00:00:1c'], ['RX_GW', 795.682656184, 492, 8, 3, 868.1, -126.858965908, '00:00:00:00:00:06'], ['RX_GW', 795.682656283, 492, 8, 3, 868.1, -126.448663267, '00:00:00:00:00:04']]",0,12.474142050367469,41.90525566277804,1.2
TX,795.475241731,492,8,3,33,"[['RX_GW', 795.682654934, 492, 8, 3, 868.1, -130.063069159, '00:00:00:00:00:02'], ['RX_GW', 795.682655949, 492, 8, 3, 868.1, -127.36627704, '00:00:00:00:00:1c'], ['RX_GW', 795.682656184, 492, 8, 3, 868.1, -126.858965908, '00:00:00:00:00:06'], ['RX_GW', 795.682656283, 492, 8, 3, 868.1, -126.448663267, '00:00:00:00:00:04']]",0,12.4747843017161,41.90446106851301,1.2
TX,1141.475241731,492,8,4,34,[],0,12.474584323128692,41.90451175919088,1.2
TX,795.475241731,492,8,3,35,"[['RX_GW', 795.682654934, 492, 8, 3, 868.1, -130.063069159, '00:00:00:00:00:02'], ['RX_GW', 795.682655949, 492, 8, 3, 868.1, -127.36627704, '00:00:00:00:00:1c'], ['RX_GW', 795.682656184, 492, 8, 3, 868.1, -126.858965908, '00:00:00:00:00:06'], ['RX_GW', 795.682656283, 492, 8, 3, 868.1, -126.448663267, '00:00:00:00:00:04']]",0,12.475079695777605,41.90515716072176,1.2
TX,528.475241731,492,8,2,36,"[['RX_GW', 528.682656184, 492, 8, 2, 868.1, -126.858965908, '00:00:00:00:00:06']]",0,12.474268172999487,41.90580774712194,1.2
TX,528.475241731,492,8,2,37,"[['RX_GW', 528.682656184, 492, 8, 2, 868.1, -126.858965908, '00:00:00:00:00:06']]",0,12.475759205056576,41.904794230225185,1.2
TX,795.475241731,492,8,3,38,"[['RX_GW', 795.682654934, 492, 8, 3, 868.1, -130.063069159, '00:00:00:00:00:02'], ['RX_GW', 795.682655949, 492, 8, 3, 868.1, -127.36627704, '00:00:00:00:00:1c'], ['RX_GW', 795.682656184, 492, 8, 3, 868.1, -126.858965908, '00:00:00:00:00:06'], ['RX_GW', 795.682656283, 492, 8, 3, 868.1, -126.448663267, '00:00:00:00:00:04']]",0,12.474865539199568,41.905212995263135,1.2
TX,528.475241731,492,8,2,39,"[['RX_GW', 528.682656184, 492, 8, 2, 868.1, -126.858965908, '00:00:00:00:00:06']]",0,12.474386465223319,41.90553578009923,1.2
TX,1141.475241731,492,8,4,40,[],0,12.474811202820677,41.904273139627016,1.2
TX,795.475241731,492,8,3,41,"[['RX_GW', 795.682654934, 492, 8, 3, 868.1, -130.063069159, '00:00:00:00:00:02'], ['RX_GW', 795.682655949, 492, 8, 3, 868.1, -127.36627704, '00:00:00:00:00:1c'], ['RX_GW', 795.682656184, 492, 8, 3, 868.1, -126.858965908, '00:00:00:00:00:06'], ['RX_GW', 795.682656283, 492, 8, 3, 868.1, -126.448663267, '00:00:00:00:00:04']]",0,12.475921840353891,41.90438788933449,1.2
TX,528.475241731,492,8,2,42,"[['RX_GW', 528.682656184, 492, 8, 2, 868.1, -126.858965908, '00:00:00:00:00:06']]",0,12.474305313582096,41.90562001952305,1.2
TX,1141.475241731,492,8,4,43,[],0,12.475348678827368,41.90481840744899,1.2
TX,208.475241731,492,8,1,44,"[['RX_GW', 208.682654934, 492, 8, 1, 868.1, -130.063069159, '00:00:00:00:00:02'], ['RX_GW', 208.682655949, 492, 8, 1, 868.1, -127.36627704, '00:00:00:00:00:1c'], ['RX_GW', 208.682656283, 492, 8, 1, 868.1, -126.448663267, '00:00:00:00:00:04']]",0,12.475877272181448,41.90455068217495,1.2
TX,795.475241731,492,8,3,45,"[['RX_GW', 795.682654934, 492, 8, 3, 868.1, -130.063069159, '00:00:00:00:00:02'], ['RX_GW', 795.682655949, 492, 8, 3, 868.1, -127.36627704, '00:00:00:00:00:1c'], ['RX_GW', 795.682656184, 492, 8, 3, 868.1, -126.858965908, '00:00:00:00:00:06'], ['RX_GW', 795.682656283, 492, 8, 3, 868.1, -126.448663267, '00:00:00:00:00:04']]",0,12.475381357761107,41.904512933513516,1.2
TX,208.475241731,492,8,1,46,"[['RX_GW', 208.682654934, 492, 8, 1, 868.1, -130.063069159, '00:00:00:00:00:02'], ['RX_GW', 208.682655949, 492, 8, 1, 868.1, -127.36627704, '00:00:00:00:00:1c'], ['RX_GW', 208.682656283, 492, 8, 1, 868.1, -126.448663267, '00:00:00:00:00:04']]",0,12.475193649102206,41.905271542507116,1.2
TX,1141.475241731,492,8,4,47,[],0,12.474495769180946,41.90462361776171,1.2
TX,528.475241731,492,8,2,48,"[['RX_GW', 528.682656184, 492, 8, 2, 868.1, -126.858965908, '00:00:00:00:00:06']]",0,12.475265228385998,41.904651584510034,1.2
TX,1141.475241731,492,8,4,49,[],0,12.475036797205806,41.90469356108498,1.2
TX,1141.475241731,492,8,4,50,[],0,12.473514772844476,41.90566450954774,1.2
TX,208.475241731,492,8,1,51,"[['RX_GW', 208.682654934, 492, 8, 1, 868.1, -130.063069159, '00:00:00:00:00:02'], ['RX_GW', 208.682655949, 492, 8, 1, 868.1, -127.36627704, '00:00:00:00:00:1c'], ['RX_GW', 208.682656283, 492, 8, 1, 868.1, -126.448663267, '00:00:00:00:00:04']]",0,12.475789141594273,41.90462470592797,1.2
TX,795.475241731,492,8,3,52,"[['RX_GW', 795.682654934, 492, 8, 3, 868.1, -130.063069159, '00:00:00:00:00:02'], ['RX_GW', 795.682655949, 492, 8, 3, 868.1, -127.36627704, '00:00:00:00:00:1c'], ['RX_GW', 795.682656184, 492, 8, 3, 868.1, -126.858965908, '00:00:00:00:00:06'], ['RX_GW', 795.682656283, 492, 8, 3, 868.1, -126.448663267, '00:00:00:00:00:04']]",0,12.475932155104923,41.90456959329427,1.2
TX,528.475241731,492,8,2,53,"[['RX_GW', 528.682656184, 492, 8, 2, 868.1, -126.858965908, '00:00:00:00:00:06']]",0,12.474505661905845,41.905439169678964,1.2
TX,795.475241731,492,8,3,54,"[['RX_GW', 795.682654934, 492, 8, 3, 868.1, -130.063069159, '00:00:00:00:00:02'], ['RX_GW', 795.682655949, 492, 8, 3, 868.1, -127.36627704, '00:00:00:00:00:1c'], ['RX_GW', 795.682656184, 492, 8, 3, 868.1, -126.858965908, '00:00:00:00:00:06'], ['RX_GW', 795.682656283, 492, 8, 3, 868.1, -126.448663267, '00:00:00:00:00:04']]",0,12.473715886885094,41.904682500778456,1.2
TX,208.475241731,492,8,1,55,"[['RX_GW', 208.682654934, 492, 8, 1, 868.1, -130.063069159, '00:00:00:00:00:02'], ['RX_GW', 208.682655949, 492, 8, 1, 868.1, -127.36627704, '00:00:00:00:00:1c'], ['RX_GW', 208.682656283, 492, 8, 1, 868.1, -126.448663267, '00:00:00:00:00:04']]",0,12.475537034938784,41.905233203527686,1.2
TX,528.475241731,492,8,2,56,"[['RX_GW', 528.682656184, 492, 8, 2, 868.1, -126.858965908, '00:00:00:00:00:06']]",0,12.473621484078091,41.90489741938268,1.2
TX,208.475241731,492,8,1,57,"[['RX_GW', 208.682654934, 492, 8, 1, 868.1, -130.063069159, '00:00:00:00:00:02'], ['RX_GW', 208.682655949, 492, 8, 1, 868.1, -127.36627704, '00:00:00:00:00:1c'], ['RX_GW', 208.682656283, 492, 8, 1, 868.1, -126.448663267, '00:00:00:00:00:04']]",0,12.475421389145955,41.90440037110841,1.2
TX,795.475241731,492,8,3,58,"[['RX_GW', 795.682654934, 492, 8, 3, 868.1, -130.063069159, '00:00:00:00:00:02'], ['RX_GW', 795.682655949, 492, 8, 3, 868.1, -127.36627704, '00:00:00:00:00:1c'], ['RX_GW', 795.682656184, 492, 8, 3, 868.1, -126.858965908, '00:00:00:00:00:06'], ['RX_GW', 795.682656283, 492, 8, 3, 868.1, -126.448663267, '00:00:00:00:00:04']]",0,12.475492127782811,41.90494332145981,1.2
TX,208.475241731,492,8,1,59,"[['RX_GW', 208.682654934, 492, 8, 1, 868.1, -130.063069159, '00:00:00:00:00:02'], ['RX_GW', 208.682655949, 492, 8, 1, 868.1, -127.36627704, '00:00:00:00:00:1c'], ['RX_GW', 208.682656283, 492, 8, 1, 868.1, -126.448663267, '00:00:00:00:00:04']]",0,12.475532510260459,41.904764428659085,1.2
TX,795.475241731,492,8,3,60,"[['RX_GW', 795.682654934, 492, 8, 3, 868.1, -130.063069159, '00:00:00:00:00:02'], ['RX_GW', 795.682655949, 492, 8, 3, 868.1, -127.36627704, '00:00:00:00:00:1c'], ['RX_GW', 795.682656184, 492, 8, 3, 868.1, -126.858965908, '00:00:00:00:00:06'], ['RX_GW', 795.682656283, 492, 8, 3, 868.1, -126.448663267, '00:00:00:00:00:04']]",0,12.475180431947356,41.9050150900538,1.2
TX,208.475241731,492,8,1,61,"[['RX_GW', 208.682654934, 492, 8, 1, 868.1, -130.063069159, '00:00:00:00:00:02'], ['RX_GW', 208.682655949, 492, 8, 1, 868.1, -127.36627704, '00:00:00:00:00:1c'], ['RX_GW', 208.682656283, 492, 8, 1, 868.1, -126.448663267, '00:00:00:00:00:04']]",0,12.474353245622774,41.90527991852711,1.2
TX,528.475241731,492,8,2,62,"[['RX_GW', 528.682656184, 492, 8, 2, 868.1, -126.858965908, '00:00:00:00:00:06']]",0,12.474057214655934,41.905440821364095,1.2
TX,1141.475241731,492,8,4,63,[],0,12.474754642074082,41.904976807126296,1.2
TX,1141.475241731,492,8,4,64,[],0,12.47397117905934,41.904766234270205,1.2
TX,1141.475241731,492,8,4,65,[],0,12.475276241997362,41.9046923055928,1.2
TX,208.475241731,492,8,1,66,"[['RX_GW', 208.682654934, 492, 8, 1, 868.1, -130.063069159, '00:00:00:00:00:02'], ['RX_GW', 208.682655949, 492, 8, 1, 868.1, -127.36627704, '00:00:00:00:00:1c'], ['RX_GW', 208.682656283, 492, 8, 1, 868.1, -126.448663267, '00:00:00:00:00:04']]",0,12.475870770518558,41.90560119625447,1.2
TX,1141.475241731,492,8,4,67,[],0,12.475378676331148,41.904326125868515,1.2
TX,528.475241731,492,8,2,68,"[['RX_GW', 528.682656184, 492, 8, 2, 868.1, -126.858965908, '00:00:00:00:00:06']]",0,12.47549477615941,41.90559641954656,1.2
TX,528.475241731,492,8,2,69,"[['RX_GW', 528.682656184, 492, 8, 2, 868.1, -126.858965908, '00:00:00:00:00:06']]",0,12.47540628708084,41.90529879147874,1.2
TX,795.475241731,492,8,3,70,"[['RX_GW', 795.682654934, 492, 8, 3, 868.1, -130.063069159, '00:00:00:00:00:02'], ['RX_GW', 795.682655949, 492, 8, 3, 868.1, -127.36627704, '00:00:00:00:00:1c'], ['RX_GW', 795.682656184, 492, 8, 3, 868.1, -126.858965908, '00:00:00:00:00:06'], ['RX_GW', 795.682656283, 492, 8, 3, 868.1, -126.448663267, '00:00:00:00:00:04']]",0,12.47445154429159,41.90444501826265,1.2
TX,1141.475241731,492,8,4,71,[],0,12.473622667883195,41.90432689087459,1.2
TX,795.475241731,492,8,3,72,"[['RX_GW', 795.682654934, 492, 8, 3, 868.1, -130.063069159, '00:00:00:00:00:02'], ['RX_GW', 795.682655949, 492, 8, 3, 868.1, -127.36627704, '00:00:00:00:00:1c'], ['RX_GW', 795.682656184, 492, 8, 3, 868.1, -126.858965908, '00:00:00:00:00:06'], ['RX_GW', 795.682656283, 492, 8, 3, 868.1, -126.448663267, '00:00:00:00:00:04']]",0,12.475613654449596,41.904435261503046,1.2
TX,1141.475241731,492,8,4,73,[],0,12.47410864864995,41.90419581189907,1.2
TX,528.475241731,492,8,2,74,"[['RX_GW', 528.682656184, 492, 8, 2, 868.1, -126.858965908, '00:00:00:00:00:06']]",0,12.474421849424754,41.90545325619246,1.2
TX,1141.475241731,492,8,4,75,[],0,12.474141144863532,41.90429386298361,1.2
TX,795.475241731,492,8,3,76,"[['RX_GW', 795.682654934, 492, 8, 3, 868.1, -130.063069159, '00:00:00:00:00:02'], ['RX_GW', 795.682655949, 492, 8, 3, 868.1, -127.36627704, '00:00:00:00:00:1c'], ['RX_GW', 795.682656184, 492, 8, 3, 868.1, -126.858965908, '00:00:00:00:00:06'], ['RX_GW', 795.682656283, 492, 8, 3, 868.1, -126.448663267, '00:00:00:00:00:04']]",0,12.47437571987551,41.90506359643454,1.2
TX,528.475241731,492,8,2,77,"[['RX_GW', 528.682656184, 492, 8, 2, 868.1, -126.858965908, '00:00:00:00:00:06']]",0,12.47504290037532,41.904615092427214,1.2
TX,528.475241731,492,8,2,78,"[['RX_GW', 528.682656184, 492, 8, 2, 868.1, -126.858965908, '00:00:00:00:00:06']]",0,12.474830681329172,41.9054717748531,1.2
TX,208.475241731,492,8,1,79,"[['RX_GW', 208.682654934, 492, 8, 1, 868.1, -130.063069159, '00:00:00:00:00:02'], ['RX_GW', 208.682655949, 492, 8, 1, 868.1, -127.36627704, '00:00:00:00:00:1c'], ['RX_GW', 208.682656283, 492, 8, 1, 868.1, -126.448663267, '00:00:00:00:00:04']]",0,12.475594236618127,41.9041993987675,1.2
TX,1141.475241731,492,8,4,80,[],0,12.474922152873319,41.90580817558145,1.2
TX,528.475241731,492,8,2,81,"[['RX_GW', 528.682656184, 492, 8, 2, 868.1, -126.858965908, '00:00:00:00:00:06']]",0,12.473870063964334,41.90559112434813,1.2
TX,208.475241731,492,8,1,82,"[['RX_GW', 208.682654934, 492, 8, 1, 868.1, -130.063069159, '00:00:00:00:00:02'], ['RX_GW', 208.682655949, 492, 8, 1, 868.1, -127.36627704, '00:00:00:00:00:1c'], ['RX_GW', 208.682656283, 492, 8, 1, 868.1, -126.448663267, '00:00:00:00:00:04']]",0,12.475649613933099,41.904703142943006,1.2
TX,1141.475241731,492,8,4,83,[],0,12.47364821301947,41.9046368186001,1.2
TX,1141.475241731,492,8,4,84,[],0,12.475423397662615,41.90428940251503,1.2
TX,795.475241731,492,8,3,85,"[['RX_GW', 795.682654934, 492, 8, 3, 868.1, -130.063069159, '00:00:00:00:00:02'], ['RX_GW', 795.682655949, 492, 8, 3, 868.1, -127.36627704, '00:00:00:00:00:1c'], ['RX_GW', 795.682656184, 492, 8, 3, 868.1, -126.858965908, '00:00:00:00:00:06'], ['RX_GW', 795.682656283, 492, 8, 3, 868.1, -126.448663267, '00:00:00:00:00:04']]",0,12.473763884633259,41.904141126048835,1.2
TX,208.475241731,492,8,1,86,"[['RX_GW', 208.682654934, 492, 8, 1, 868.1, -130.063069159, '00:00:00:00:00:02'], ['RX_GW', 208.682655949, 492, 8, 1, 868.1, -127.36627704, '00:00:00:00:00:1c'], ['RX_GW', 208.682656283, 492, 8, 1, 868.1, -126.448663267, '00:00:00:00:00:04']]",0,12.475188449834855,41.904929557037065,1.2
TX,528.475241731,492,8,2,87,"[['RX_GW', 528.682656184, 492, 8, 2, 868.1, -126.858965908, '00:00:00:00:00:06']]",0,12.474756981854151,41.90564255585978,1.2
TX,795.475241731,492,8,3,88,"[['RX_GW', 795.682654934, 492, 8, 3, 868.1, -130.063069159, '00:00:00:00:00:02'], ['RX_GW', 795.682655949, 492, 8, 3, 868.1, -127.36627704, '00:00:00:00:00:1c'], ['RX_GW', 795.682656184, 492, 8, 3, 868.1, -126.858965908, '00:00:00:00:00:06'], ['RX_GW', 795.682656283, 492, 8, 3, 868.1, -126.448663267, '00:00:00:00:00:04']]",0,12.475503479231339,41.904804373924854,1.2
TX,208.475241731,492,8,1,89,"[['RX_GW', 208.682654934, 492, 8, 1, 868.1, -130.063069159, '00:00:00:00:00:02'], ['RX_GW', 208.682655949, 492, 8, 1, 868.1, -127.36627704, '00:00:00:00:00:1c'], ['RX_GW', 208.682656283, 492, 8, 1, 868.1, -126.448663267, '00:00:00:00:00:04']]",0,12.474181007011026,41.90471465690715,1.2
TX,528.475241731,492,8,2,90,"[['RX_GW', 528.682656184, 492, 8, 2, 868.1, -126.858965908, '00:00:00:00:00:06']]",0,12.475349525057112,41.90542427293081,1.2
TX,1141.475241731,492,8,4,91,[],0,12.474317617125042,41.90444777957512,1.2
TX,795.475241731,492,8,3,92,"[['RX_GW', 795.682654934, 492, 8, 3, 868.1, -130.063069159, '00:00:00:00:00:02'], ['RX_GW', 795.682655949, 492, 8, 3, 868.1, -127.36627704, '00:00:00:00:00:1c'], ['RX_GW', 795.682656184, 492, 8, 3, 868.1, -126.858965908, '00:00:00:00:00:06'], ['RX_GW', 795.682656283, 492, 8, 3, 868.1, -126.448663267, '00:00:00:00:00:04']]",0,12.474608958201536,41.905318504739896,1.2
TX,795.475241731,492,8,3,93,"[['RX_GW', 795.682654934, 492, 8, 3, 868.1, -130.063069159, '00:00:00:00:00:02'], ['RX_GW', 795.682655949, 492, 8, 3, 868.1, -127.36627704, '00:00:00:00:00:1c'], ['RX_GW', 795.682656184, 492, 8, 3, 868.1, -126.858965908, '00:00:00:00:00:06'], ['RX_GW', 795.682656283, 492, 8, 3, 868.1, -126.448663267, '00:00:00:00:00:04']]",0,12.474732799566773,41.90469425993081,1.2
TX,528.475241731,492,8,2,94,"[['RX_GW', 528.682656184, 492, 8, 2, 868.1, -126.858965908, '00:00:00:00:00:06']]",0,12.474073234174737,41.90410739393454,1.2
TX,1141.475241731,492,8,4,95,[],0,12.474666664326632,41.90417721847647,1.2
TX,208.475241731,492,8,1,96,"[['RX_GW', 208.682654934, 492, 8, 1, 868.1, -130.063069159, '00:00:00:00:00:02'], ['RX_GW', 208.682655949, 492, 8, 1, 868.1, -127.36627704, '00:00:00:00:00:1c'], ['RX_GW', 208.682656283, 492, 8, 1, 868.1, -126.448663267, '00:00:00:00:00:04']]",0,12.474824122979237,41.90441640796075,1.2
TX,528.475241731,492,8,2,97,"[['RX_GW', 528.682656184, 492, 8, 2, 868.1, -126.858965908, '00:00:00:00:00:06']]",0,12.474488937947017,41.90541041280937,1.2
TX,795.475241731,492,8,3,98,"[['RX_GW', 795.682654934, 492, 8, 3, 868.1, -130.063069159, '00:00:00:00:00:02'], ['RX_GW', 795.682655949, 492, 8, 3, 868.1, -127.36627704, '00:00:00:00:00:1c'], ['RX_GW', 795.682656184, 492, 8, 3, 868.1, -126.858965908, '00:00:00:00:00:06'], ['RX_GW', 795.682656283, 492, 8, 3, 868.1, -126.448663267, '00:00:00:00:00:04']]",0,12.474614249366356,41.90493159645626,1.2
TX,208.475241731,492,8,1,99,"[['RX_GW', 208.682654934, 492, 8, 1, 868.1, -130.063069159, '00:00:00:00:00:02'], ['RX_GW', 208.682655949, 492, 8, 1, 868.1, -127.36627704, '00:00:00:00:00:1c'], ['RX_GW', 208.682656283, 492, 8, 1, 868.1, -126.448663267, '00:00:00:00:00:04']]",0,12.474034092344107,41.90435770269014,1.2
